origin_id,destination_id,origin_station_name,destination_station_name,min_duration_minutes,transfers,trains,check_date,origin_city_name,origin_eva_id,origin_latitude,origin_longitude,destination_city_name,destination_eva_id,destination_latitude,destination_longitude,route_length,hsr_share
8800007,8000050,Antwerpen Centraal,Bremen Hbf,339,8,,2026-01-06,Antwerp,8800007,51.215811,4.421168,Bremen,8000050,53.083481,8.813834,457.191419070177,0.2813687024121257
8800007,8010085,Antwerpen Centraal,Dresden Hbf,523,6,,2026-01-06,Antwerp,8800007,51.215811,4.421168,Dresden,8010085,51.040563,13.732035,911.7495948766934,0.5408018140059215
8800007,8000152,Antwerpen Centraal,Hannover Hbf,325,4,,2026-01-06,Antwerp,8800007,51.215811,4.421168,Hannover,8000152,52.376761,9.741021,488.76529761984176,0.32382787540955127
8800007,8000284,Antwerpen Centraal,Nürnberg Hbf,364,4,,2026-01-06,Antwerp,8800007,51.215811,4.421168,Nuremberg,8000284,49.445616,11.082989,640.3551854501028,0.5440329703068325
8800007,8000086,Antwerpen Centraal,Duisburg Hbf,189,4,,2026-01-06,Antwerp,8800007,51.215811,4.421168,Duisburg,8000086,51.429785,6.775903,227.657740466969,0.17853261023570224
8800007,8601242,Antwerpen Centraal,Koebenhavns Lufthavn st,754,8,,2026-01-06,Antwerp,8800007,51.215811,4.421168,Copenhagen,8601242,55.629605,12.649382,1067.9363419484637,0.22459108681676254
8800007,7100064,Antwerpen Centraal,Barcelona Sants,590,4,,2026-01-06,Antwerp,8800007,51.215811,4.421168,Barcelona,7100064,41.378914,2.140369,1428.1448708561036,0.8220048028780976
8800007,8700047,Antwerpen Centraal,Bordeaux-St-Jean,313,2,,2026-01-06,Antwerp,8800007,51.215811,4.421168,Bordeaux,8700047,44.826486,-0.55592,948.2232128585568,0.8868380006226985
8800007,8700074,Antwerpen Centraal,Marseille-St-Charles,381,2,,2026-01-06,Antwerp,8800007,51.215811,4.421168,Marseille,8700074,43.303812,5.38195,1101.8322925647938,0.9333067051383265
8800007,8700152,Antwerpen Centraal,Lyon Part Dieu,289,2,,2026-01-06,Antwerp,8800007,51.215811,4.421168,Lyon,8700152,45.760564,4.85999,781.5121626045221,0.9019348393627827
8800007,8700065,Antwerpen Centraal,Toulouse-Matabiau,475,2,,2026-01-06,Antwerp,8800007,51.215811,4.421168,Toulouse,8700065,43.611406,1.453939,1205.7136565561182,0.697446175269704
8800007,7800020,Antwerpen Centraal,Zagreb Glavni kolodvor,1145,6,,2026-01-06,Antwerp,8800007,51.215811,4.421168,Zagreb,7800020,45.8044381,15.9787052,1387.5015056847776,0.36390859610416176
8800007,5500728,Antwerpen Centraal,Budapest-Nyugati,895,7,,2026-01-06,Antwerp,8800007,51.215811,4.421168,Budapest,5500728,47.510706,19.057466,1415.542445256982,0.35943909727230516
