origin_id,destination_id,origin_station_name,destination_station_name,min_duration_minutes,transfers,trains,check_date,origin_city_name,origin_eva_id,origin_latitude,origin_longitude,destination_city_name,destination_eva_id,destination_latitude,destination_longitude
8800004,8000098,Bruxelles Midi,Essen Hbf,168,2,,2026-01-06,Brussels,8800004,50.835376,4.335694,Essen,8000098,51.451355,7.014793
8800004,8000050,Bruxelles Midi,Bremen Hbf,325,2,,2026-01-06,Brussels,8800004,50.835376,4.335694,Bremen,8000050,53.083481,8.813834
8800004,8010085,Bruxelles Midi,Dresden Hbf,492,4,,2026-01-06,Brussels,8800004,50.835376,4.335694,Dresden,8010085,51.040563,13.732035
8800004,8000152,Bruxelles Midi,Hannover Hbf,294,2,,2026-01-06,Brussels,8800004,50.835376,4.335694,Hannover,8000152,52.376761,9.741021
8800004,8000284,Bruxelles Midi,Nürnberg Hbf,333,4,,2026-01-06,Brussels,8800004,50.835376,4.335694,Nuremberg,8000284,49.445616,11.082989
8800004,8000086,Bruxelles Midi,Duisburg Hbf,155,2,,2026-01-06,Brussels,8800004,50.835376,4.335694,Duisburg,8000086,51.429785,6.775903
8800004,8601242,Bruxelles Midi,Koebenhavns Lufthavn st,723,6,,2026-01-06,Brussels,8800004,50.835376,4.335694,Copenhagen,8601242,55.629605,12.649382
8800004,7100064,Bruxelles Midi,Barcelona Sants,546,2,,2026-01-06,Brussels,8800004,50.835376,4.335694,Barcelona,7100064,41.378914,2.140369
8800004,8700047,Bruxelles Midi,Bordeaux-St-Jean,271,2,,2026-01-06,Brussels,8800004,50.835376,4.335694,Bordeaux,8700047,44.826486,-0.55592
8800004,8700074,Bruxelles Midi,Marseille-St-Charles,341,2,,2026-01-06,Brussels,8800004,50.835376,4.335694,Marseille,8700074,43.303812,5.38195
8800004,8700152,Bruxelles Midi,Lyon Part Dieu,223,0,,2026-01-06,Brussels,8800004,50.835376,4.335694,Lyon,8700152,45.760564,4.85999
8800004,8700065,Bruxelles Midi,Toulouse-Matabiau,435,2,,2026-01-06,Brussels,8800004,50.835376,4.335694,Toulouse,8700065,43.611406,1.453939
8800004,7800020,Bruxelles Midi,Zagreb Glavni kolodvor,1088,4,,2026-01-06,Brussels,8800004,50.835376,4.335694,Zagreb,7800020,45.8044381,15.9787052
8800004,5500728,Bruxelles Midi,Budapest-Nyugati,864,5,,2026-01-06,Brussels,8800004,50.835376,4.335694,Budapest,5500728,47.510706,19.057466
8800004,8300262,Bruxelles Midi,Roma Tiburtina,778,4,,2026-01-06,Brussels,8800004,50.835376,4.335694,Rome,8300262,41.91107,12.53146
8800004,8300047,Bruxelles Midi,Milano Porta Garibaldi,538,4,,2026-01-06,Brussels,8800004,50.835376,4.335694,Milan,8300047,45.484437,9.18729699
8800004,8300522,Bruxelles Midi,Torino Porta Susa,453,2,,2026-01-06,Brussels,8800004,50.835376,4.335694,Turin,8300522,45.071833,7.665169
8800004,8300153,Bruxelles Midi,Genova Piazza Principe,588,4,,2026-01-06,Brussels,8800004,50.835376,4.335694,Genoa,8300153,44.417504,8.922075
8800004,8200100,Bruxelles Midi,Luxembourg,197,0,,2026-01-06,Brussels,8800004,50.835376,4.335694,Luxembourg,8200100,49.599714,6.134396
8800004,8400597,Bruxelles Midi,Tilburg,110,4,,2026-01-06,Brussels,8800004,50.835376,4.335694,Tilburg,8400597,51.56061,5.083787
8800004,8400058,Bruxelles Midi,Amsterdam Centraal,117,0,,2026-01-06,Brussels,8800004,50.835376,4.335694,Amsterdam,8400058,52.37919,4.899431
8800004,8400530,Bruxelles Midi,Rotterdam Centraal,69,0,,2026-01-06,Brussels,8800004,50.835376,4.335694,Rotterdam,8400530,51.924802,4.468769
8800004,5100065,Bruxelles Midi,Warszawa Centralna,755,4,,2026-01-06,Brussels,8800004,50.835376,4.335694,Warsaw,5100065,52.22886,21.003234
8800004,5100028,Bruxelles Midi,Krakow Glowny,859,4,,2026-01-06,Brussels,8800004,50.835376,4.335694,Kraków,5100028,50.067194,19.947426
8800004,5100069,Bruxelles Midi,Wroclaw Glowny,683,4,,2026-01-06,Brussels,8800004,50.835376,4.335694,Wrocław,5100069,51.098078,17.037088
8800004,5100081,Bruxelles Midi,Poznan Glowny,608,4,,2026-01-06,Brussels,8800004,50.835376,4.335694,Poznań,5100081,52.401993,16.91087
8800004,7400002,Bruxelles Midi,Stockholm Central,1171,4,,2026-01-06,Brussels,8800004,50.835376,4.335694,Stockholm,7400002,59.330014,18.05763
8800004,7900003,Bruxelles Midi,Ljubljana,833,6,,2026-01-06,Brussels,8800004,50.835376,4.335694,Ljubljana,7900003,46.058691,14.512937
8800004,5600207,Bruxelles Midi,Bratislava hl.st.,705,4,,2026-01-06,Brussels,8800004,50.835376,4.335694,Bratislava,5600207,48.15891,17.106466
8800007,8103000,Antwerpen Centraal,Wien Hbf,653,4,,2026-01-06,Antwerp,8800007,51.215811,4.421168,Vienna,8103000,48.185101,16.377113
8800007,8800004,Antwerpen Centraal,Bruxelles Midi,33,0,,2026-01-06,Antwerp,8800007,51.215811,4.421168,Brussels,8800004,50.835376,4.335694
8800007,5400014,Antwerpen Centraal,Praha hl.n.,691,6,,2026-01-06,Antwerp,8800007,51.215811,4.421168,Prague,5400014,50.083062,14.436039
8800007,8011160,Antwerpen Centraal,Berlin Hbf,421,4,,2026-01-06,Antwerp,8800007,51.215811,4.421168,Berlin,8011160,52.525592,13.369545
